distancia_atual;distancia_anterior;temperatura;umidade;vento;insolacao;evaporacao;chuva;datahora
214.00;258.00;29.20;62.90;5.20;1.90;0.40;35.40;15/10/2022 09:36
111.00;214.00;32.80;66.40;8.90;2.80;1.50;12.30;10/02/2024 16:44
191.00;111.00;34.20;89.10;12.90;0.20;0.40;107.50;10/12/2024 04:29
145.00;191.00;24.00;51.20;3.40;3.60;1.00;7.80;25/01/2020 13:45
136.00;145.00;27.80;30.00;1.90;10.00;5.30;0.00;18/08/2022 09:38
166.00;136.00;15.20;59.30;1.60;8.20;5.90;0.00;06/12/2022 04:02
257.00;166.00;30.80;47.20;7.60;1.70;0.30;36.60;14/05/2021 05:51
81.00;257.00;32.20;34.10;0.70;11.00;4.20;0.00;20/07/2020 20:28
73.00;81.00;15.70;73.40;1.80;8.10;6.10;0.00;09/08/2022 23:58
153.00;73.00;32.00;48.20;1.70;7.80;4.80;1.40;04/04/2023 05:51
201.00;153.00;21.80;57.90;1.60;7.50;3.40;1.30;10/04/2023 08:09
236.00;201.00;20.80;80.10;1.90;8.10;6.50;0.00;27/08/2023 13:37
217.00;236.00;30.30;32.40;1.20;10.60;4.80;0.00;29/09/2024 13:07
112.00;217.00;33.70;87.20;2.00;7.50;4.30;0.60;01/12/2020 12:11
162.00;112.00;30.80;85.60;14.10;0.30;0.30;83.80;24/03/2022 07:35
205.00;162.00;18.30;94.90;3.60;3.10;2.10;2.80;11/02/2025 22:17
148.00;205.00;26.50;77.90;19.70;0.80;0.50;92.80;01/08/2022 06:11
268.00;148.00;34.40;86.90;3.70;2.60;1.60;6.40;15/01/2021 05:45
203.00;268.00;29.10;86.70;11.90;0.40;0.10;103.80;16/12/2024 23:58
162.00;203.00;24.40;43.50;3.90;4.30;2.00;7.40;10/10/2023 06:18
207.00;162.00;27.70;75.00;8.40;2.50;0.90;11.70;19/01/2023 01:23
137.00;207.00;34.10;88.40;4.60;2.20;1.10;30.60;26/09/2024 06:39
180.00;137.00;33.90;74.60;8.60;1.10;0.70;10.60;21/03/2023 06:56
207.00;180.00;31.10;65.40;2.70;9.90;4.20;1.60;02/08/2024 22:53
171.00;207.00;21.00;76.00;6.60;1.90;0.90;36.20;20/09/2022 16:53
75.00;171.00;25.10;43.50;2.90;4.00;2.40;7.10;14/09/2020 12:21
73.00;75.00;18.20;42.10;3.50;5.70;2.80;2.00;20/01/2023 19:20
212.00;73.00;19.10;43.20;19.50;0.90;0.90;113.20;23/06/2022 09:05
189.00;212.00;16.40;33.50;2.80;6.60;3.20;0.10;26/04/2022 05:56
228.00;189.00;18.70;51.70;2.90;7.40;2.30;1.50;03/08/2023 00:45
135.00;228.00;20.70;91.70;4.80;0.60;1.90;19.40;11/02/2025 14:52
205.00;135.00;26.30;51.80;1.70;6.10;3.80;0.10;28/09/2024 05:27
177.00;205.00;21.80;44.60;19.30;0.20;0.30;120.00;18/11/2023 21:47
98.00;177.00;21.40;38.90;1.30;6.50;3.10;1.40;20/12/2024 18:03
242.00;98.00;25.70;47.10;7.30;0.70;0.50;43.60;20/02/2020 18:52
271.00;242.00;30.80;37.70;3.70;3.40;1.90;8.10;27/03/2022 13:54
225.00;271.00;28.40;63.10;1.70;8.60;2.60;0.90;02/12/2024 12:39
260.00;225.00;29.20;72.80;9.00;0.80;0.90;53.80;16/01/2021 10:50
274.00;260.00;17.20;35.30;0.50;8.70;5.70;0.00;27/10/2021 04:38
86.00;274.00;27.60;80.70;3.80;3.10;2.70;6.40;04/11/2020 01:01
65.00;86.00;24.50;40.20;2.70;5.80;2.60;5.90;20/01/2022 01:43
278.00;65.00;24.90;34.00;2.40;2.50;1.90;2.80;09/11/2023 18:58
137.00;278.00;20.00;54.80;2.30;2.40;1.90;4.60;08/10/2024 16:17
275.00;137.00;32.70;56.40;1.40;9.30;4.00;1.70;20/09/2021 23:24
282.00;275.00;18.80;79.80;1.30;7.60;2.80;0.20;19/07/2023 14:07
61.00;282.00;20.20;85.10;12.90;0.20;0.00;125.60;07/11/2023 21:32
271.00;61.00;22.80;53.90;3.60;3.60;1.70;2.30;31/03/2024 21:19
259.00;271.00;19.70;53.50;13.20;0.70;0.00;73.40;24/03/2022 03:59
90.00;259.00;33.40;90.90;18.20;0.90;0.50;135.00;03/05/2021 11:07
169.00;90.00;23.90;87.70;9.90;0.40;0.70;64.80;06/12/2021 14:49
137.00;169.00;17.90;59.50;2.40;4.10;2.60;2.30;05/10/2024 05:21
55.00;137.00;29.40;45.60;1.20;8.70;5.10;0.00;19/06/2022 14:35
186.00;55.00;24.90;36.70;2.00;8.20;4.60;0.10;13/06/2021 07:40
246.00;186.00;32.20;72.60;1.80;10.10;6.60;0.00;25/04/2023 13:54
147.00;246.00;17.30;77.80;1.30;10.90;5.50;0.00;08/09/2022 21:24
157.00;147.00;29.60;42.50;10.30;0.90;0.60;94.10;20/12/2023 07:32
241.00;157.00;32.80;73.30;2.40;2.50;1.90;5.00;16/10/2021 18:49
294.00;241.00;32.20;72.00;5.30;2.70;0.60;35.40;25/08/2022 16:18
109.00;294.00;15.40;57.60;2.40;5.80;1.50;9.10;20/04/2024 10:13
196.00;109.00;18.50;82.00;11.20;0.80;0.30;114.50;22/02/2020 17:13
275.00;196.00;34.60;43.70;1.50;8.60;4.10;0.00;05/02/2022 10:03
265.00;275.00;15.70;62.90;10.40;0.20;0.00;81.60;23/01/2020 02:46
151.00;265.00;15.80;62.80;4.10;2.60;1.60;39.40;10/07/2022 00:27
296.00;151.00;33.40;45.60;3.60;2.60;2.20;3.00;28/12/2020 23:36
153.00;296.00;23.90;80.80;0.60;9.20;5.00;0.00;28/12/2023 04:21
100.00;153.00;33.60;84.60;2.80;8.20;3.50;1.20;26/03/2025 02:10
237.00;100.00;34.00;89.10;13.50;0.20;0.40;60.60;23/02/2020 21:08
254.00;237.00;23.90;40.70;1.80;10.90;4.70;0.00;12/07/2021 02:42
277.00;254.00;20.20;66.00;19.90;0.70;0.20;114.50;30/05/2021 12:38
289.00;277.00;32.20;49.60;8.10;0.70;0.40;49.10;30/09/2024 07:06
271.00;289.00;29.10;36.10;17.70;0.30;0.30;87.00;28/03/2021 22:16
157.00;271.00;28.20;62.00;2.00;9.00;2.40;0.60;24/04/2022 01:35
62.00;157.00;24.30;35.90;1.50;9.30;4.00;0.00;12/04/2021 14:00
253.00;62.00;24.80;81.10;11.40;0.00;0.80;143.30;02/11/2020 09:45
179.00;253.00;34.20;69.20;15.10;0.10;0.70;109.80;30/11/2021 23:17
229.00;179.00;32.50;93.60;1.00;6.80;3.40;0.30;30/05/2022 04:04
87.00;229.00;32.60;80.10;5.70;2.00;1.10;27.70;16/05/2023 20:25
53.00;87.00;21.60;50.50;1.30;10.60;5.00;0.00;07/05/2023 23:41
164.00;53.00;29.60;88.90;6.00;2.80;0.70;33.10;06/01/2020 20:08
265.00;164.00;25.40;62.50;6.40;2.00;1.70;32.70;17/02/2024 21:49
106.00;265.00;19.20;66.60;12.30;0.60;0.10;111.50;22/07/2021 00:50
229.00;106.00;20.80;69.20;2.30;6.40;3.80;0.20;04/10/2023 23:29
86.00;229.00;31.30;38.40;7.20;2.70;0.70;34.40;08/06/2022 02:42
194.00;86.00;24.30;80.80;3.50;3.30;1.30;9.50;07/08/2024 07:58
106.00;194.00;23.80;70.70;0.80;10.90;6.90;0.00;09/08/2023 12:27
248.00;106.00;25.40;91.80;1.30;9.50;4.80;0.30;03/01/2022 18:24
256.00;248.00;33.80;59.30;8.60;0.50;0.90;97.00;02/05/2021 11:54
161.00;256.00;18.10;87.10;6.50;2.60;1.70;44.40;30/04/2023 03:34
163.00;161.00;17.40;91.70;1.80;8.80;3.40;1.60;12/10/2021 11:13
239.00;163.00;16.80;48.20;6.40;1.50;1.00;19.50;21/06/2020 10:23
96.00;239.00;18.90;86.30;2.70;5.80;2.20;2.70;28/12/2021 00:13
220.00;96.00;25.80;35.40;2.90;9.90;3.60;1.20;01/10/2022 04:00
127.00;220.00;25.60;65.30;5.10;0.30;1.60;40.50;27/11/2023 07:32
288.00;127.00;32.10;63.70;18.80;0.20;0.10;132.90;19/03/2021 08:45
157.00;288.00;17.60;81.40;3.00;5.50;2.40;3.30;24/04/2022 11:36
251.00;157.00;25.90;40.00;8.10;2.90;0.90;18.10;10/05/2021 20:13
99.00;251.00;32.70;61.40;2.30;9.10;4.70;0.90;30/05/2021 06:41
164.00;99.00;27.80;68.70;1.80;6.20;3.40;1.50;14/04/2022 14:17
174.00;164.00;33.70;92.00;2.60;7.30;2.10;0.30;25/02/2025 18:54
72.00;174.00;28.90;37.30;2.00;4.50;1.20;6.90;19/04/2024 12:57
262.00;72.00;19.90;88.40;1.70;6.20;4.20;1.50;08/02/2021 23:20
295.00;262.00;29.30;73.50;15.60;0.10;0.70;58.30;09/05/2020 18:12
55.00;295.00;28.70;91.20;17.70;0.30;0.50;68.60;23/08/2021 23:33
217.00;55.00;19.40;67.10;1.10;9.20;4.80;0.00;02/05/2021 11:32
287.00;217.00;24.70;84.90;3.00;3.70;2.90;3.50;03/04/2022 15:25
160.00;287.00;24.00;48.30;1.80;9.50;6.50;0.00;03/12/2023 00:00
181.00;160.00;25.30;93.80;14.50;0.60;0.80;88.30;10/09/2021 15:56
134.00;181.00;25.20;69.70;3.60;4.00;1.40;7.40;03/01/2020 20:56
63.00;134.00;26.30;90.30;0.70;11.20;5.10;0.00;22/01/2024 16:40
69.00;63.00;17.20;36.40;9.90;0.30;1.60;34.90;27/09/2021 01:00
175.00;69.00;22.80;44.70;2.50;2.60;2.80;4.20;27/07/2023 15:44
120.00;175.00;24.70;61.90;9.50;0.00;0.40;21.00;19/08/2021 01:56
171.00;120.00;28.00;45.90;0.90;11.40;6.00;0.00;20/02/2020 14:03
244.00;171.00;26.40;37.70;17.50;0.30;0.20;53.50;06/04/2020 21:28
242.00;244.00;32.50;84.50;3.90;4.00;2.90;7.10;12/02/2023 12:43
124.00;242.00;23.70;54.20;1.50;8.30;4.70;0.50;26/10/2021 07:04
123.00;124.00;24.20;52.00;10.70;0.70;0.80;102.30;24/01/2022 22:25
106.00;123.00;29.80;30.70;5.70;2.40;1.50;19.50;04/11/2022 11:15
266.00;106.00;20.50;74.80;2.70;5.80;2.50;7.80;28/01/2025 22:15
155.00;266.00;18.80;85.80;2.10;4.20;2.70;4.80;12/06/2023 00:23
187.00;155.00;22.80;54.70;11.20;0.00;0.90;100.90;21/09/2023 03:49
90.00;187.00;26.00;84.10;3.40;5.80;1.60;8.50;07/07/2023 23:46
86.00;90.00;21.40;74.20;19.80;0.90;0.00;141.20;02/05/2021 13:57
165.00;86.00;26.10;31.80;2.30;2.50;1.60;3.40;21/05/2022 14:16
161.00;165.00;24.00;82.80;8.10;1.00;0.50;37.50;07/08/2021 18:31
232.00;161.00;19.10;33.10;2.60;3.40;1.10;6.30;01/11/2020 08:14
162.00;232.00;19.30;81.20;2.60;4.40;2.90;5.70;26/07/2024 03:06
278.00;162.00;15.20;44.50;2.00;5.70;2.10;7.20;17/03/2025 16:29
124.00;278.00;23.00;63.00;3.40;5.10;2.00;3.10;15/08/2020 04:26
167.00;124.00;27.00;37.40;5.00;2.50;1.50;39.50;13/09/2021 14:19
131.00;167.00;20.20;59.20;2.80;6.00;2.50;0.30;07/03/2024 13:29
103.00;131.00;31.50;49.30;2.40;7.40;3.00;1.80;18/01/2023 10:23
51.00;103.00;15.90;34.60;1.50;7.30;3.70;0.40;24/03/2020 06:35
67.00;51.00;21.60;63.00;11.30;0.30;0.10;104.90;29/10/2024 20:11
242.00;67.00;26.10;54.90;0.60;9.20;4.30;0.00;01/12/2020 13:55
150.00;242.00;20.40;69.00;2.10;4.20;2.30;5.30;25/10/2023 03:08
222.00;150.00;21.20;48.60;5.90;2.80;1.40;37.40;01/03/2024 23:48
172.00;222.00;32.50;36.90;2.20;6.90;3.10;0.30;10/03/2021 15:09
57.00;172.00;29.10;52.10;3.50;3.10;2.80;8.70;12/06/2021 04:37
96.00;57.00;20.10;44.10;1.80;6.00;3.10;0.60;30/03/2020 08:18
56.00;96.00;18.10;53.70;19.90;0.70;0.50;87.20;28/03/2023 03:10
180.00;56.00;17.40;63.50;6.20;2.30;0.40;39.90;30/07/2021 09:00
97.00;180.00;27.80;87.40;8.10;0.50;1.20;20.10;18/02/2021 17:06
252.00;97.00;32.00;87.60;6.00;1.90;0.80;33.40;04/03/2023 15:49
76.00;252.00;29.60;89.00;2.90;8.40;4.20;1.80;12/12/2022 09:19
256.00;76.00;21.50;83.00;2.50;4.20;2.40;5.50;24/05/2023 21:04
66.00;256.00;31.10;82.70;8.70;0.90;1.50;41.00;01/02/2020 10:06
100.00;66.00;32.70;53.50;6.80;2.20;1.60;41.90;15/07/2024 08:33
182.00;100.00;15.50;51.60;2.20;3.10;1.70;8.40;14/03/2022 03:00
117.00;182.00;31.20;31.50;1.50;7.20;2.70;1.90;11/03/2023 21:24
259.00;117.00;30.50;30.00;1.90;9.70;6.80;0.00;19/10/2020 09:23
176.00;259.00;17.50;66.70;1.70;10.60;4.80;0.00;09/11/2022 12:09
274.00;176.00;21.60;57.20;1.60;8.00;5.70;0.00;23/06/2022 11:48
292.00;274.00;27.00;87.90;1.60;8.70;6.80;0.00;10/02/2023 17:05
261.00;292.00;20.50;48.20;1.70;8.10;6.20;0.00;13/09/2021 10:34
249.00;261.00;29.20;34.80;0.60;8.80;4.20;0.00;01/10/2023 08:05
182.00;249.00;27.40;50.10;1.70;8.50;2.30;1.60;28/12/2020 12:45
234.00;182.00;15.00;34.90;1.70;11.70;4.20;0.00;17/01/2025 02:50
235.00;234.00;32.10;43.00;2.60;5.10;1.00;5.60;16/07/2021 16:04
92.00;235.00;23.40;31.70;2.90;7.30;2.70;0.80;31/08/2021 06:33
75.00;92.00;20.20;89.30;1.40;7.10;3.20;0.70;23/11/2024 05:22
282.00;75.00;24.10;61.20;13.90;0.50;0.70;65.20;17/07/2020 19:52
204.00;282.00;30.00;91.20;7.10;1.90;1.70;37.40;22/04/2022 14:52
266.00;204.00;32.40;55.20;2.80;3.80;2.70;7.10;09/07/2024 21:46
89.00;266.00;32.40;31.50;12.30;0.90;0.80;123.20;03/09/2021 15:02
111.00;89.00;34.10;40.80;1.90;8.60;4.80;0.00;19/06/2021 12:12
195.00;111.00;28.60;73.00;9.80;0.80;0.70;148.80;24/03/2021 22:25
194.00;195.00;33.60;88.40;3.50;3.40;1.60;6.00;11/03/2021 19:18
224.00;194.00;31.00;73.40;7.20;1.60;1.90;47.40;01/05/2023 01:58
113.00;224.00;24.80;55.00;1.70;11.70;6.80;0.00;22/09/2020 02:37
202.00;113.00;24.90;76.00;2.50;2.20;1.00;5.20;26/10/2020 04:24
180.00;202.00;18.50;51.60;15.70;0.10;0.80;72.00;12/11/2021 22:45
69.00;180.00;18.40;67.20;2.40;6.30;4.60;1.40;24/07/2023 10:48
293.00;69.00;23.90;90.50;10.70;0.80;0.60;78.30;17/01/2023 17:51
297.00;293.00;30.20;40.80;9.70;2.30;0.10;35.40;02/01/2025 09:42
201.00;297.00;33.40;33.20;17.70;0.70;0.20;68.80;22/10/2020 10:22
109.00;201.00;34.60;48.10;5.00;2.70;1.80;44.80;07/03/2024 11:06
197.00;109.00;17.60;37.10;1.60;10.20;4.00;0.00;06/08/2021 10:31
190.00;197.00;22.60;78.30;1.20;7.10;3.50;0.20;12/05/2022 04:41
64.00;190.00;34.80;80.70;17.50;0.00;0.70;149.60;23/12/2022 18:13
104.00;64.00;29.90;35.50;2.60;6.90;4.00;1.30;16/01/2024 17:18
229.00;104.00;24.60;68.90;2.20;3.70;1.00;4.30;05/03/2025 05:07
213.00;229.00;15.50;85.00;8.30;2.90;1.80;30.10;17/01/2022 23:59
252.00;213.00;23.20;35.00;1.10;9.90;5.60;0.00;06/12/2022 00:27
85.00;252.00;27.80;79.50;2.80;4.00;2.00;3.90;26/12/2020 18:21
100.00;85.00;27.00;56.70;6.50;1.20;0.20;27.30;23/10/2023 22:43
165.00;100.00;15.30;54.80;1.40;7.10;4.50;0.50;13/07/2021 07:01
51.00;165.00;17.40;52.50;1.70;9.10;2.00;0.60;16/04/2024 19:25
265.00;51.00;28.60;87.40;11.70;0.70;0.60;74.70;21/02/2023 11:26
173.00;265.00;20.30;89.20;3.60;5.70;1.20;3.90;14/10/2023 13:02
72.00;173.00;26.40;36.50;8.50;1.50;0.00;26.00;13/04/2024 18:09
109.00;72.00;32.50;58.10;18.30;0.50;0.80;147.50;21/01/2024 23:44
162.00;109.00;16.10;57.50;6.70;2.00;1.50;33.80;23/04/2020 14:02
122.00;162.00;16.10;30.40;2.60;4.30;2.10;8.40;24/10/2021 14:27
235.00;122.00;15.70;83.50;6.10;0.80;1.60;16.40;25/07/2022 22:24
134.00;235.00;25.00;66.50;3.40;3.00;1.90;5.00;08/01/2025 02:49
254.00;134.00;24.50;32.40;7.80;0.70;1.80;17.40;17/05/2022 03:58
181.00;254.00;15.60;31.50;8.40;0.90;0.60;112.40;28/07/2021 13:43
156.00;181.00;19.00;93.00;9.90;1.50;1.70;21.80;09/11/2023 22:11
273.00;156.00;18.50;77.90;0.60;9.50;5.00;0.00;19/11/2020 13:59
160.00;273.00;31.00;93.70;2.20;6.50;3.20;0.90;25/02/2021 19:26
270.00;160.00;21.20;40.00;2.40;6.10;3.60;1.50;30/06/2023 22:19
236.00;270.00;26.10;92.90;3.30;5.80;1.40;2.00;09/08/2022 13:36
97.00;236.00;18.10;81.30;5.00;0.50;1.40;40.00;13/08/2021 16:11
264.00;97.00;18.30;78.60;5.50;2.20;0.40;40.00;29/08/2020 04:55
225.00;264.00;17.60;49.60;3.40;5.30;1.20;7.90;22/07/2020 17:35
60.00;225.00;24.50;42.80;1.70;11.30;4.10;0.00;30/04/2020 16:08
202.00;60.00;21.00;38.50;1.60;9.50;4.90;1.30;30/06/2023 05:52
226.00;202.00;33.60;42.60;0.60;11.00;4.20;0.00;12/07/2024 04:52
82.00;226.00;26.80;89.70;5.10;2.50;0.30;20.00;05/10/2021 05:10
249.00;82.00;16.20;37.50;1.40;8.10;4.30;1.50;25/02/2021 12:50
244.00;249.00;32.00;78.70;1.10;6.30;4.80;1.60;30/05/2023 07:43
268.00;244.00;28.50;89.10;0.60;10.70;6.40;0.00;28/06/2022 18:47
73.00;268.00;19.40;46.20;11.30;0.10;0.40;57.70;16/01/2021 04:43
258.00;73.00;22.90;62.50;7.00;2.90;0.50;25.20;25/06/2021 16:33
54.00;258.00;23.90;75.90;12.60;0.70;0.80;89.30;07/08/2021 20:18
71.00;54.00;19.50;63.60;2.90;4.80;1.40;4.60;27/08/2021 02:57
170.00;71.00;33.20;94.90;2.20;7.30;4.70;0.50;15/04/2023 05:31
266.00;170.00;30.00;30.20;7.40;0.40;1.50;42.70;11/10/2024 03:43
247.00;266.00;27.20;82.60;2.50;7.60;3.80;1.10;27/09/2023 12:18
101.00;247.00;19.40;77.50;18.40;0.10;0.40;93.10;13/11/2020 18:18
106.00;101.00;28.90;46.40;1.60;8.10;4.70;1.70;24/08/2024 13:27
233.00;106.00;16.70;62.50;0.70;11.00;5.90;0.00;05/01/2022 12:42
156.00;233.00;31.80;80.30;14.10;0.20;0.20;102.30;02/12/2024 03:25
56.00;156.00;15.50;74.50;1.90;8.70;2.60;1.60;07/11/2023 06:32
246.00;56.00;25.30;54.60;8.10;0.80;0.80;91.70;15/12/2021 00:43
99.00;246.00;23.30;81.50;11.70;0.50;0.10;55.60;09/04/2021 14:06
69.00;99.00;19.20;38.10;1.10;11.90;6.90;0.00;10/02/2020 10:27
199.00;69.00;17.20;56.40;2.60;7.30;4.90;0.90;08/08/2021 18:06
248.00;199.00;17.50;40.50;0.50;10.80;4.10;0.00;11/07/2021 20:33
167.00;248.00;20.00;36.10;2.50;3.40;2.80;7.30;31/03/2025 08:40
154.00;167.00;27.40;56.40;1.20;6.00;4.30;0.10;20/12/2023 17:42
278.00;154.00;27.40;47.70;13.80;0.90;0.10;133.30;13/01/2025 01:34
129.00;278.00;21.30;60.60;0.70;11.80;6.50;0.00;10/04/2023 08:09
195.00;129.00;32.70;53.30;1.20;10.60;6.70;0.00;23/03/2024 16:46
143.00;195.00;30.50;79.30;1.60;7.60;2.20;1.50;02/09/2024 16:17
79.00;143.00;24.40;55.10;8.20;1.60;0.10;36.90;07/03/2020 17:40
55.00;79.00;32.80;50.40;1.50;11.40;5.00;0.00;06/05/2022 10:30
53.00;55.00;32.70;55.30;11.40;0.40;0.10;104.60;05/02/2022 14:50
50.00;53.00;28.60;59.80;14.70;0.40;0.90;60.00;29/11/2022 14:11
197.00;50.00;21.90;70.20;2.20;9.20;3.90;0.20;04/02/2023 18:31
227.00;197.00;18.80;74.10;0.80;10.20;6.90;0.00;25/09/2021 22:46
288.00;227.00;22.50;75.90;6.00;1.00;0.50;10.10;19/03/2024 23:30
64.00;288.00;19.30;51.60;19.70;0.90;0.20;137.40;18/10/2020 18:30
197.00;64.00;23.70;77.30;3.40;2.00;1.40;7.30;25/05/2020 22:17
263.00;197.00;28.90;90.30;5.60;1.00;0.70;43.20;21/04/2020 23:14
174.00;263.00;25.90;48.30;1.10;8.10;6.10;0.00;14/03/2020 00:15
74.00;174.00;31.60;75.70;3.50;2.70;1.10;8.30;31/03/2021 19:54
273.00;74.00;33.80;69.80;1.40;10.10;4.70;0.00;26/04/2022 11:59
220.00;273.00;20.80;48.60;4.50;1.00;1.20;43.20;23/03/2025 11:46
275.00;220.00;27.90;32.80;0.60;10.50;4.50;0.00;09/03/2023 08:53
98.00;275.00;28.50;43.50;7.20;1.30;1.10;37.40;16/01/2022 16:55
60.00;98.00;25.90;50.60;10.00;0.50;0.80;127.70;05/01/2022 03:50
226.00;60.00;17.80;61.40;0.90;11.00;6.30;0.00;03/07/2023 17:59
280.00;226.00;21.60;51.10;8.30;2.60;0.20;47.30;03/05/2024 12:22
148.00;280.00;30.40;68.80;7.10;2.60;1.70;40.40;09/08/2020 21:32
179.00;148.00;29.10;90.10;5.50;1.70;0.20;43.30;18/03/2022 21:48
246.00;179.00;33.30;56.40;2.40;3.60;1.10;8.60;31/12/2021 06:02
231.00;246.00;20.90;88.80;3.10;5.60;1.30;8.60;31/10/2024 08:53
155.00;231.00;24.40;68.20;2.70;2.30;2.60;5.00;28/10/2024 23:02
268.00;155.00;21.80;58.60;1.80;9.70;4.10;0.00;28/07/2022 16:55
215.00;268.00;25.80;86.70;2.70;4.20;1.20;9.00;24/06/2022 15:39
298.00;215.00;32.70;79.00;6.20;1.30;1.60;12.80;23/12/2024 03:28
221.00;298.00;30.70;85.70;1.00;9.50;2.90;1.10;10/09/2022 15:04
258.00;221.00;22.40;77.90;2.80;4.70;1.40;3.10;29/11/2024 16:32
282.00;258.00;20.90;78.10;19.50;0.80;0.10;141.10;07/05/2022 15:37
214.00;282.00;27.50;94.40;14.50;0.90;0.60;138.80;28/10/2023 19:35
109.00;214.00;22.20;66.50;1.40;10.80;5.90;0.00;17/01/2025 21:07
270.00;109.00;29.40;44.80;4.30;1.90;0.10;14.30;25/06/2024 10:23
178.00;270.00;30.80;53.70;4.70;0.50;1.70;21.00;14/05/2020 23:41
252.00;178.00;34.50;72.30;7.40;1.20;1.00;34.70;19/02/2025 05:31
56.00;252.00;15.20;71.60;1.00;9.00;5.40;0.00;06/12/2024 06:16
78.00;56.00;19.30;70.00;14.60;0.40;0.40;102.00;30/06/2024 17:45
128.00;78.00;20.90;31.00;5.00;2.80;0.40;49.10;14/09/2021 23:04
63.00;128.00;30.60;87.00;1.10;11.20;5.90;0.00;12/07/2024 23:43
71.00;63.00;31.40;37.20;17.40;0.10;0.50;146.90;19/04/2022 04:57
175.00;71.00;18.40;42.20;13.40;0.40;0.10;88.60;16/02/2022 08:30
167.00;175.00;20.30;57.10;2.70;4.00;1.90;4.40;21/06/2024 13:12
269.00;167.00;25.70;61.90;1.60;9.20;2.00;0.80;21/01/2020 09:25
136.00;269.00;30.80;66.00;1.00;6.40;2.40;1.10;13/01/2024 21:34
52.00;136.00;26.50;62.80;6.00;1.90;0.70;48.40;12/10/2020 06:24
259.00;52.00;20.80;44.70;2.00;5.20;2.40;6.20;20/07/2022 07:31
234.00;259.00;23.70;35.80;3.30;5.00;2.10;6.30;19/03/2020 19:23
279.00;234.00;27.70;41.00;9.00;0.90;0.70;62.70;28/06/2024 16:18
295.00;279.00;21.60;75.70;1.20;8.30;6.10;0.00;03/02/2023 00:57
265.00;295.00;29.80;80.70;2.40;3.00;2.00;6.10;06/06/2024 07:34
85.00;265.00;17.80;91.90;16.70;0.40;0.00;83.30;08/02/2021 17:20
228.00;85.00;16.90;49.70;2.10;7.30;2.10;1.20;30/12/2023 13:26
87.00;228.00;17.80;78.60;16.30;0.80;0.40;134.20;30/08/2024 14:02
119.00;87.00;30.10;52.40;1.00;10.80;4.80;0.00;11/08/2021 17:04
194.00;119.00;33.10;51.90;2.80;9.50;2.50;0.20;29/12/2024 18:15
189.00;194.00;18.40;86.50;1.80;10.90;5.70;0.00;11/03/2024 09:44
115.00;189.00;34.40;45.60;5.10;0.50;0.20;34.00;22/10/2022 10:09
292.00;115.00;18.40;79.50;11.40;0.30;0.50;50.50;10/06/2023 03:46
210.00;292.00;34.60;55.70;2.70;9.10;4.30;0.10;19/03/2024 11:36
116.00;210.00;26.30;38.50;1.40;8.70;5.30;0.00;23/05/2022 17:33
195.00;116.00;15.30;59.20;4.50;0.80;0.90;42.30;28/08/2022 22:47
288.00;195.00;34.10;43.00;1.90;8.30;4.90;0.00;18/04/2021 03:41
259.00;288.00;15.20;73.20;1.70;8.30;3.10;1.20;20/02/2021 14:39
288.00;259.00;23.50;32.80;14.60;0.50;0.50;99.40;28/07/2022 06:15
99.00;288.00;26.70;82.60;3.00;4.20;2.20;4.80;26/07/2023 14:58
61.00;99.00;15.20;82.80;0.70;11.00;5.30;0.00;30/05/2022 03:13
260.00;1.99;26.30;33.20;1.90;9.70;4.20;1.40;17/05/2023 05:34
295.00;260.00;34.70;53.90;2.70;4.20;1.00;7.50;03/08/2021 18:52
115.00;295.00;33.30;42.40;18.60;0.20;0.20;80.40;04/03/2025 06:12
245.00;115.00;18.60;91.70;9.00;0.20;0.10;91.60;21/09/2024 18:18
220.00;245.00;31.20;54.20;1.10;6.60;3.10;1.00;27/07/2022 12:53
149.00;220.00;21.60;31.00;6.30;1.10;0.90;13.30;18/10/2021 10:40
183.00;149.00;30.60;32.10;3.90;5.70;1.30;2.20;21/11/2023 19:23
101.00;183.00;30.30;81.20;2.70;7.70;4.70;1.20;30/05/2024 01:18
96.00;101.00;15.80;81.00;19.30;0.00;0.70;62.90;08/02/2020 21:20
293.00;96.00;30.30;55.40;15.50;0.10;0.60;127.00;19/08/2024 00:16
236.00;293.00;33.70;50.80;4.10;1.90;0.30;49.70;08/08/2020 10:37
213.00;236.00;23.60;82.50;1.50;10.60;4.50;0.00;01/12/2023 10:57
74.00;213.00;21.10;79.40;0.60;9.40;6.60;0.00;07/03/2024 02:42
225.00;74.00;29.00;82.60;1.40;10.40;5.20;0.00;22/09/2023 16:41
251.00;225.00;16.00;37.10;3.70;3.60;1.50;9.90;22/07/2022 15:27
80.00;251.00;15.60;39.00;1.90;9.00;4.60;1.60;26/11/2022 19:40
293.00;80.00;17.50;60.10;1.10;8.30;2.60;1.30;16/10/2020 16:15
267.00;293.00;28.90;79.70;0.50;9.50;6.70;0.00;26/01/2021 07:42
135.00;267.00;21.10;69.90;1.90;9.60;6.40;0.00;12/09/2021 04:25
126.00;135.00;19.50;71.40;0.70;11.30;6.20;0.00;29/07/2022 14:38
84.00;126.00;20.60;57.60;2.50;6.50;4.50;0.50;22/02/2023 16:23
227.00;84.00;33.40;78.70;1.00;8.40;4.90;0.00;02/10/2020 23:58
