Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(Â°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(Â°C);TEMPERATURA MINIMA, DIARIA(Â°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);UMIDADE DO SOLO ESTIMADA;MEDIA DIARIA DE VAZ�O
05/11/1992;4,2;10,8;0.0;18,8;13.1;9;79.3;64.0;2,1;0.0;
06/11/1992;1,3;6,2;0.0;21,2;15.8;8;77.8;68.0;4,3;0.0;
07/11/1992;2,7;4,7;0.0;21,3;17.2;13,4;83.0;74.0;2,9;0.0;
08/11/1992;2,1;11;0.0;26;19.1;12,6;78.8;68.0;3,9;0.0;
09/11/1992;2,5;9,2;0.0;31,5;22.3;15;79.8;69.0;2,9;0.0;
10/11/1992;3,7;8,7;0.0;33,7;24.9;16,8;74.0;61.0;3,4;0.0;
11/11/1992;2,5;5,2;12.2;30,4;24.9;19,3;83.8;74.0;0,9;3.947.335.907.335.900;78.0
12/11/1992;1,7;9,8;0.0;32,3;25.1;20,2;81.8;70.0;2,2;0.0;
13/11/1992;3;10,5;0.0;29,7;23.3;19,4;81.5;73.0;5,1;0.0;77.0
14/11/1992;3;11,2;0.0;30,3;22.5;16,8;81.8;69.0;5,8;0.0;
15/11/1992;3,5;0,1;0.0;26,5;22.0;19,3;87.3;82.0;3;0.0;
16/11/1992;1,5;9;2.0;26,2;19.6;16;80.3;72.0;3,8;7.796.116.504.854.360;
17/11/1992;4;10;0.0;23,3;17.5;13,4;72.3;65.0;6;0.0;
18/11/1992;4,5;12,2;0.0;24,4;17.5;12,6;77.8;69.0;2,9;0.0;
19/11/1992;3;11,8;0.0;29,9;20.4;12,8;73.8;62.0;4,2;0.0;
20/11/1992;1;10,9;0.0;33,8;24.2;14,4;72.8;63.0;0,3;0.0;
21/11/1992;19,2;2,2;0.0;31,7;23.5;18,8;88.8;73.0;4,2;0.0;
22/11/1992;1,7;1,5;5.9;20,4;17.6;16,2;82.0;75.0;5,2;2.601.075.268.817.200;94.0
23/11/1992;2,5;10;0.0;24,6;18.1;12;78.3;66.0;4;0.0;
24/11/1992;3,5;1,5;0.0;27,3;21.5;16,2;82.8;76.0;2,4;0.0;
25/11/1992;2,5;6,2;0.0;27,2;21.5;17,8;82.0;74.0;6,5;0.0;71.0
26/11/1992;3;11,6;0.0;26,9;21.4;17,5;74.3;60.0;7,3;0.0;
27/11/1992;4,5;12,2;0.0;26;20.4;16;74.3;63.0;8,9;0.0;
28/11/1992;4,8;11,8;0.0;28,1;21.0;14,4;75.0;62.0;4,3;0.0;
29/11/1992;5,2;9,2;0.0;31,8;23.5;16,8;80.5;68.0;2,1;0.0;
30/11/1992;3,4;0;3.7;23;19.4;17,4;95.8;91.0;0,4;1.737.549.019.607.840;42.0
01/12/1992;0,6;6,7;20.2;25,2;20.0;17,1;84.5;75.0;4,4;8.128.095.238.095.230;
02/12/1992;2,3;9;1.0;25,5;19.4;13,8;75.0;63.0;0,5;36.764.705.882.352.900;56.0
03/12/1992;3,7;10,3;0.0;28,8;20.0;13;70.0;54.0;3,2;0.0;
04/12/1992;4,5;9,1;0.0;29,3;21.3;14,6;79.8;67.0;3,9;0.0;
05/12/1992;3,8;5,5;0.0;32,4;24.1;17,6;80.0;69.0;5,1;0.0;
06/12/1992;3,7;0;8.0;28,1;23.7;19,8;90.0;82.0;0,8;29.149.797.570.850.200;
07/12/1992;2;8,3;0.0;26,7;22.0;19,5;82.5;73.0;7,2;0.0;55.0
08/12/1992;2,7;4,7;0.0;28;21.3;16,4;79.5;70.0;4,2;0.0;
09/12/1992;4,3;7,2;0.0;31,3;23.0;16,4;79.3;69.0;3,8;0.0;
10/12/1992;3,5;0,4;0.0;26,9;22.5;19,4;91.8;87.0;4,1;0.0;
11/12/1992;1,5;1,4;0.7;25,2;22.0;20;85.5;77.0;7,3;26.021.739.130.434.700;
12/12/1992;2,8;0,3;2.2;25,1;21.2;17,6;83.5;79.0;6,8;8.274.774.774.774.770;
13/12/1992;3,2;12,3;0.7;29,8;22.9;18;77.0;64.0;3,5;22.552.301.255.230.100;
14/12/1992;4,3;3,7;0.0;32,8;24.2;19,4;75.8;65.0;4,6;0.0;18.0
15/12/1992;3,7;4,3;0.5;26,9;20.6;15,4;72.5;62.0;2,5;16.782.407.407.407.400;
16/12/1992;5;5,9;0.0;29,4;23.0;16,2;74.0;62.0;4,1;0.0;
17/12/1992;4,2;0,2;4.0;28,4;23.1;20,4;90.0;78.0;4,7;14.937.759.336.099.500;22.0
18/12/1992;1,7;4,6;0.8;28,1;22.6;19,4;78.8;69.0;3,3;26.711.864.406.779.600;
19/12/1992;3,8;5,2;0.0;32,9;24.6;15,3;69.0;57.0;0,4;0.0;
20/12/1992;5,2;3,7;0.3;33;24.2;19;79.8;58.0;2,8;0.95;31.0
21/12/1992;4,3;4;3.4;30,3;23.8;18,7;80.8;72.0;3,8;11.077.419.354.838.700;40.0
22/12/1992;3,8;3,8;0.0;35,1;26.1;20;81.0;67.0;5,8;0.0;
23/12/1992;4,2;3,7;0.0;37,3;26.6;21,6;82.5;64.0;3,8;0.0;
24/12/1992;4,5;3,2;26.8;31,3;25.3;21,4;82.8;74.0;7,7;8.437.414.448.669.200;
25/12/1992;3,3;4,7;0.0;28,2;22.6;20,2;77.3;64.0;4,3;0.0;
26/12/1992;3,9;4,5;0.0;27,1;20.9;14,8;75.3;64.0;7,3;0.0;
27/12/1992;4,1;6,2;0.0;27,3;21.0;15;76.8;67.0;5,8;0.0;
28/12/1992;4,2;4,5;0.0;31;23.3;16,2;78.0;68.0;3,4;0.0;
29/12/1992;4;4,9;0.0;36,2;27.7;18,2;73.8;67.0;0,8;0.0;
30/12/1992;5,5;2,9;0.0;38,4;29.2;23,4;63.8;54.0;4,6;0.0;
31/12/1992;2;0;0.4;32,3;25.1;22,2;90.3;63.0;5,5;13.839.080.459.770.100;
01/01/1993;2,9;0;11.7;24,1;22.9;20,6;96.3;92.0;2,3;4.714.267.782.426.770;
02/01/1993;2;0;16.8;27,3;22.7;20,5;97.3;95.0;0,4;6.897.215.189.873.410;
03/01/1993;2,1;0;20.6;26;21.8;20;88.5;79.0;3,3;7.996.052.631.578.940;
04/01/1993;1,5;0,4;1.0;25;22.6;19,6;93.3;91.0;2,4;3.953.389.830.508.470;
05/01/1993;0,8;1,1;4.8;32;25.3;19,8;87.3;79.0;1,1;15.933.079.847.908.700;
06/01/1993;2,2;6,6;0.0;32,8;26.0;21,2;83.8;69.0;3,1;0.0;
07/01/1993;3,5;5,6;0.0;33,9;25.3;20;85.8;64.0;1,7;0.0;
08/01/1993;2,5;1;3.9;30,1;24.5;21,6;86.5;77.0;4,1;13.229.411.764.705.800;
09/01/1993;2;9,5;0.0;29,8;23.7;18,6;78.0;59.0;2,5;0.0;
10/01/1993;4,5;12,2;0.0;29,8;23.6;19;77.5;61.0;2,5;0.0;
11/01/1993;4,5;12,3;0.0;32,4;24.7;17,2;74.3;67.0;8,9;0.0;55.0
12/01/1993;4,7;12,3;0.0;35,3;26.1;18;75.8;61.0;7,6;0.0;55.0
13/01/1993;4,5;11,5;0.0;36,3;28.7;22;79.0;68.0;0,7;0.0;
14/01/1993;4,3;10,1;0.0;35,3;27.9;22,8;78.0;66.0;2,6;0.0;
15/01/1993;4;3,2;10.6;30,8;25.2;22;93.3;85.0;1,3;37.747.328.244.274.800;
16/01/1993;1;0;17.8;29,7;25.3;22,6;94.3;89.0;2,1;63.822.813.688.212.900;61.0
17/01/1993;1,8;6,7;6.0;26,3;22.3;20,6;75.5;73.0;7,1;1.944.206.008.583.690;
18/01/1993;4,2;12,2;0.0;26,6;20.5;15,4;77.3;62.0;0,6;0.0;81.0
19/01/1993;4;4,5;0.0;27,4;22.3;16;77.0;73.0;3,4;0.0;71.0
20/01/1993;3;11,2;0.0;32,6;24.9;17,4;77.8;66.0;0,3;0.0;
21/01/1993;4;12;0.0;34,1;26.0;19,2;78.5;57.0;4,9;0.0;
22/01/1993;2,5;10,9;0.0;35,9;27.3;21,4;80.0;66.0;3,7;0.0;
23/01/1993;4;12,2;0.0;35,6;27.5;20,6;77.0;67.0;3;0.0;
24/01/1993;4,5;12;0.0;37,2;28.4;21;72.8;62.0;1,8;0.0;
25/01/1993;5,5;9,8;0.0;36,3;28.0;23;81.0;71.0;6;0.0;
26/01/1993;4;5,4;0.0;35;27.3;23,2;87.3;73.0;2,3;0.0;
27/01/1993;2;2,9;3.0;32,7;25.2;21,8;91.0;77.0;1,4;10.419.847.328.244.200;54.0
28/01/1993;1,5;5,7;49.8;29,7;24.9;21,2;91.8;83.0;1,9;1.765.111.969.111.960;52.0
29/01/1993;2;5,7;3.0;30,2;25.4;22,8;84.3;76.0;4,4;9.579.545.454.545.450;57.0
30/01/1993;3,5;3,4;0.0;29;24.9;21,6;91.0;81.0;5,8;0.0;
31/01/1993;1,5;8,2;16.7;32,4;25.8;21,2;85.0;75.0;1,2;5.296.641.791.044.770;
01/02/1993;2,8;7,5;0.0;31,2;25.1;21,6;89.5;78.0;4,2;0.0;51.0
02/02/1993;2,2;2,1;3.6;;;22;92.5;91.0;5;;
03/02/1993;1;7,3;20.8;;;20,4;90.5;87.0;0,9;;
04/02/1993;1,8;8,5;10.5;30;23.9;18,4;86.5;76.0;2,2;36.475.903.614.457.800;69.0
05/02/1993;2,7;9,7;0.0;30,9;24.6;18;85.0;76.0;2,3;0.0;
06/02/1993;2,6;7,8;0.0;33,3;26.4;21,6;84.8;69.0;1;0.0;
07/02/1993;3,8;2,1;0.1;30,5;26.1;24,4;88.8;85.0;0,4;0.32767527675276753;
08/02/1993;2;9,1;3.5;26,1;22.0;18,9;80.5;71.0;3,9;12.25;
09/02/1993;3,5;7,4;0.0;26,4;22.2;17,8;83.0;78.0;2,2;0.0;
10/02/1993;2,5;7;0.0;28,2;23.1;19,6;81.8;71.0;2,2;0.0;
11/02/1993;3;10,5;0.0;29,9;23.7;18,6;78.0;62.0;1,1;0.0;57.0
12/02/1993;3;8,2;0.0;29,1;23.3;17,1;81.5;73.0;2,1;0.0;58.0
13/02/1993;4;8;0.0;31,2;24.0;18,4;88.5;72.0;0,9;0.0;
14/02/1993;2,5;5,2;4.8;28,2;23.2;20,3;88.8;78.0;1,7;17.613.223.140.495.800;
15/02/1993;1,8;6,5;0.2;29,7;23.7;18,6;86.3;72.0;6,6;0.6987854251012147;66.0
16/02/1993;2;6,3;2.0;28,9;24.3;20,8;89.0;79.0;0,3;70.355.731.225.296.400;
17/02/1993;2,5;3,2;0.1;31,7;25.1;21,8;89.3;79.0;0,6;0.34214559386973176;
18/02/1993;2,2;5,5;0.1;30,3;25.5;19,6;85.5;78.0;1,8;0.3226415094339623;
19/02/1993;3,3;5,5;0.0;32,8;24.5;20;84.0;70.0;1;0.0;
20/02/1993;3;4,7;4.9;30,8;23.6;20;93.0;82.0;2,2;18.524.390.243.902.400;56.0
21/02/1993;2,8;0;52.9;25;20.9;19,2;83.3;69.0;6,5;20.121.324.200.913.200;
22/02/1993;2,2;8,7;2.4;25,5;20.8;16,8;82.3;75.0;4,2;9.060.550.458.715.590;
23/02/1993;3,7;8,9;0.0;26,7;21.1;15,2;81.8;71.0;3,2;0.0;67.0
24/02/1993;4,5;6,9;0.0;25,7;21.5;17;89.5;84.0;0,8;0.0;
25/02/1993;1,5;7,7;0.5;27,8;22.1;18,2;87.5;70.0;1,4;18.939.393.939.393.900;
26/02/1993;2,5;7,3;0.2;26,9;22.2;18,2;85.3;77.0;5,7;0.7353448275862069;
27/02/1993;3,5;11;0.0;31,1;24.3;18,5;83.3;67.0;3,3;0.0;
28/02/1993;3;10,7;0.0;33,5;26.2;19,4;82.3;69.0;0;0.0;37.0
01/03/1993;4;6,9;0.0;32,4;25.1;21,2;81.8;68.0;3,7;0.0;
02/03/1993;3;3;2.3;25,2;22.3;20,6;78.0;68.0;5,6;7.699.570.815.450.640;
03/03/1993;3,5;6,4;1.2;26,1;20.4;17,2;83.8;71.0;0,7;4.699.065.420.560.740;
04/03/1993;2,7;7,8;0.0;26,2;20.6;14,2;79.0;71.0;1,7;0.0;
05/03/1993;4,3;3,6;0.0;26,8;22.4;18;86.3;77.0;3,9;0.0;
06/03/1993;2,5;0;9.8;24,4;21.8;19,6;96.0;94.0;1;4.126.315.789.473.680;38.0
07/03/1993;0,5;0;4.2;27,2;22.7;20,6;96.5;94.0;0,7;1.710.126.582.278.480;46.0
08/03/1993;1;0,4;6.9;24,4;21.6;19,8;94.8;89.0;0,3;28.943.362.831.858.400;
09/03/1993;0,7;2,8;0.0;27,9;22.4;19,2;90.3;83.0;0,3;0.0;50.0
10/03/1993;3;9;0.0;28,2;21.9;16,5;85.3;70.0;1,9;0.0;
11/03/1993;3,5;8,8;0.0;29,8;22.4;16;86.3;71.0;1,6;0.0;51.0
12/03/1993;2;9,1;0.0;32,8;24.6;18;87.8;74.0;0,4;0.0;
13/03/1993;3;2,7;0.0;31,9;24.0;20,5;91.8;78.0;0,9;0.0;50.0
14/03/1993;1,3;8,3;4.4;29,7;23.9;19,5;92.0;80.0;0,4;162.570.281.124.498;53.0
15/03/1993;1,4;8,9;0.0;31;24.5;20,1;90.8;77.0;0;0.0;55.0
16/03/1993;2,3;10;0.0;33,2;25.8;20,3;80.0;56.0;2,7;0.0;
17/03/1993;3;0;0.0;29,7;25.0;22;85.8;67.0;1,5;0.0;
18/03/1993;2;0,1;0.0;27,3;24.2;22,8;84.3;72.0;0,3;0.0;
19/03/1993;1;4,8;0.5;31,9;24.2;19,3;81.3;59.0;1,4;16.130.952.380.952.300;
20/03/1993;3;9,4;11.0;25,4;19.8;16,8;71.0;55.0;0,7;3.754.807.692.307.690;
21/03/1993;3,8;8,1;0.0;28,4;22.3;14,8;70.8;49.0;4,1;0.0;61.0
22/03/1993;3,2;0,5;0.0;28,5;23.9;19,6;76.0;62.0;0;0.0;
23/03/1993;2,3;1,3;0.0;30;23.9;19,3;81.8;62.0;0,4;0.0;
24/03/1993;2;0,3;0.0;24,4;21.4;19,2;88.5;83.0;1,1;0.0;
25/03/1993;0,7;1,5;12.9;25,1;21.5;18,8;90.3;76.0;3;51.772;
26/03/1993;0,5;5,3;14.9;26,6;21.8;19;84.0;68.0;1,9;5.489.473.684.210.520;
27/03/1993;1,7;0,7;0.0;24,4;20.9;17,3;94.5;87.0;2,5;0.0;60.0
28/03/1993;0,5;9,8;3.5;31,3;24.4;20;80.3;56.0;0,8;11.064.960.629.921.200;54.0
29/03/1993;2,1;7,3;0.0;28,8;23.6;20,2;84.0;65.0;1,3;0.0;
30/03/1993;1,7;4,9;0.0;27,8;23.0;19,4;82.0;65.0;1,4;0.0;
31/03/1993;1,5;5,6;0.0;28;23.2;19,4;81.8;69.0;4,2;0.0;
01/04/1993;2;2,4;0.0;28,3;23.6;21;84.3;69.0;2,5;0.0;
02/04/1993;1,7;6,7;0.2;31,5;24.5;20;79.5;61.0;0,5;0.6235294117647059;
03/04/1993;2,1;7;5.3;29,7;24.3;19,7;76.8;58.0;1,2;16.088.537.549.407.100;
04/04/1993;3;9;0.0;31,1;25.1;20,2;75.8;58.0;1,7;0.0;
05/04/1993;3;5,1;0.0;29;23.9;20,3;84.8;69.0;1;0.0;58.0
06/04/1993;1,8;5,7;7.0;26,7;22.3;21;71.8;62.0;6;21.570.815.450.643.700;55.0
07/04/1993;3,2;7,7;0.0;23,4;18.9;15;72.0;62.0;4,3;0.0;
08/04/1993;2;2;3.0;23,4;18.7;16,4;65.5;75.0;5,1;9.974.619.289.340.100;57.0
09/04/1993;3;10;0.0;21,9;15.5;9;53.8;35.0;5,3;0.0;
10/04/1993;3,5;9,6;0.0;24,7;16.7;9,2;60.0;42.0;0,4;0.0;
11/04/1993;3;9,6;0.0;27,4;19.4;10,2;65.5;44.0;1,7;0.0;
12/04/1993;4;4,2;0.0;27,7;21.4;14,7;75.3;55.0;0,3;0.0;
13/04/1993;1,8;9,1;0.0;32;24.0;17;72.5;51.0;0,5;0.0;
14/04/1993;3;8,2;0.0;33,4;26.6;20;68.0;50.0;0,3;0.0;
15/04/1993;3,5;3,6;0.0;33;24.4;20,5;79.3;53.0;0;0.0;44.0
16/04/1993;2,5;0;10.2;24,8;21.8;19,8;91.5;80.0;2,2;4.093.421.052.631.570;
17/04/1993;0,7;3;3.1;30;23.9;19,6;82.8;59.0;0,4;1.030.843.373.493.970;
18/04/1993;1,7;8,5;0.0;32,4;25.3;19,8;79.0;58.0;1,2;0.0;
19/04/1993;2,8;9,2;0.0;32,8;25.7;20;73.3;52.0;1,2;0.0;
20/04/1993;3,2;8,8;0.0;33,8;25.7;20,6;63.3;38.0;5,2;0.0;39.0
21/04/1993;5,7;0;0.0;24;19.1;17,2;74.5;73.0;2,5;0.0;
22/04/1993;2,3;3,6;0.0;20,7;16.5;12;75.8;57.0;1,2;0.0;62.0
23/04/1993;2;1,1;1.6;22,8;18.6;14,8;81.0;65.0;0,7;6.612.244.897.959.180;
24/04/1993;1,8;7,3;0.0;28,7;21.4;16,8;79.8;63.0;0,8;0.0;
25/04/1993;1,9;8,3;0.0;27,7;20.9;15,3;75.8;55.0;0,8;0.0;
26/04/1993;2,3;3,5;4.1;23,8;18.9;16,6;82.8;68.0;1,7;1.705.929.648.241.200;
27/04/1993;1,6;2,2;0.0;24,1;19.6;15;71.3;62.0;3,7;0.0;52.0
28/04/1993;2,4;1,4;0.2;25,2;20.9;18;89.5;73.0;0,9;0.8173515981735161;51.0
29/04/1993;1,3;9;0.0;26;21.6;18;80.5;63.0;4,9;0.0;
30/04/1993;2,5;8,6;0.0;29,7;22.7;18,2;78.5;54.0;0,9;0.0;
01/05/1993;2;8,4;0.0;29,9;23.5;20,2;79.0;52.0;0,6;0.0;
02/05/1993;4,3;6,8;0.0;29,8;21.6;17,8;80.3;55.0;2,1;0.0;
03/05/1993;2,2;8,1;4.2;26,3;21.1;17,2;77.3;62.0;1,6;1.469.049.773.755.650;
04/05/1993;2;2,8;0.0;30,9;21.0;17,2;76.8;52.0;1,1;0.0;
05/05/1993;2,5;6,7;27.9;19,2;14.4;12,6;69.8;44.0;4,1;12.645.584.415.584.400;
06/05/1993;2,1;8,3;0.0;20,4;13.8;6,8;73.0;49.0;2,6;0.0;
07/05/1993;2,7;7,1;0.0;30,7;21.3;12,6;72.3;51.0;0,6;0.0;
08/05/1993;2,7;5,6;0.0;28,4;22.8;19,5;74.8;58.0;3,3;0.0;
09/05/1993;3;4,5;0.0;28,1;21.9;17,6;77.0;61.0;0,6;0.0;
10/05/1993;2;6,5;0.0;28,4;21.6;15,6;74.0;53.0;0,3;0.0;
11/05/1993;2,5;0;9.5;22,1;19.6;16,8;85.3;80.0;3,4;393.373.786.407.767;
12/05/1993;1,2;1,7;0.0;24,6;20.0;16,8;85.3;69.0;2,1;0.0;
13/05/1993;1,3;0;21.3;20,8;17.2;14,4;90.8;90.0;2,6;10.626.593.406.593.400;
14/05/1993;0,8;8;33.0;18;12.9;10;74.0;59.0;3;17.568.345.323.741.000;
15/05/1993;1,9;8,1;0.0;16,8;11.1;7,7;76.5;50.0;0,7;0.0;
16/05/1993;1,5;8;0.0;19,8;11.9;5,4;76.8;51.0;0,6;0.0;
17/05/1993;1,6;8,1;0.0;23;14.8;7,4;77.3;57.0;0,5;0.0;
18/05/1993;2,3;8;0.0;25,5;17.2;10,2;82.3;59.0;1,2;0.0;
19/05/1993;1,5;7,8;0.0;25,4;19.2;16;81.5;51.0;1,1;0.0;83.0
20/05/1993;2;7,9;0.0;26,3;19.1;13,8;82.0;51.0;0,5;0.0;
21/05/1993;1,5;6,9;0.0;25,8;19.6;16,4;79.5;63.0;1,9;0.0;
22/05/1993;2,3;8,2;0.0;27,3;20.0;15,6;75.5;50.0;0,3;0.0;
23/05/1993;2,5;8,3;0.0;27;19.4;13,6;73.5;48.0;0;0.0;68.0
24/05/1993;3,7;8,2;0.0;27,8;19.6;13,6;71.0;41.0;1;0.0;
25/05/1993;3,3;2,3;0.0;22,9;17.0;14,2;85.3;70.0;3,4;0.0;
26/05/1993;1,5;0;1.7;15;11.7;9,7;94.0;91.0;2,4;1.258.267.716.535.430;103.0
27/05/1993;0,5;8,1;18.5;13,5;8.6;5,2;70.3;55.0;4,8;13.547.395.833.333.300;103.0
28/05/1993;1,7;7;0.0;16,3;9.1;3;81.5;58.0;0,5;0.0;
29/05/1993;1;3,1;0.0;18,4;13.8;8,4;80.3;70.0;0;0.0;
30/05/1993;1;0;23.0;18;14.7;11,8;96.0;84.0;1,9;14.063.694.267.515.900;
31/05/1993;0,3;5,1;45.8;15,6;12.2;11;67.0;65.0;11,1;23.246.969.696.969.600;90.0
01/06/1993;2,3;7,9;0.0;14,1;7.4;4;76.5;53.0;2,4;0.0;107.0
02/06/1993;1,7;3,4;0.0;15;8.2;1,4;79.0;59.0;0,7;0.0;
03/06/1993;1,7;0;0.0;18,2;13.5;7,2;91.0;84.0;0,1;0.0;92.0
04/06/1993;1,3;0;64.2;17,4;16.2;14,8;90.0;91.0;1,8;33.593.023.255.813.900;
05/06/1993;0,5;2,1;2.6;17,4;14.2;11;94.0;86.0;0;16.078.947.368.421.000;
06/06/1993;0,2;4,5;2.3;23;16.7;13;85.0;65.0;0;11.045.197.740.112.900;
07/06/1993;0,5;5,4;0.1;23,1;16.4;11,7;88.8;65.0;0;0.510344827586207;
08/06/1993;1;0;0.2;21,2;16.2;13,4;76.8;72.0;1,9;0.8930232558139535;
09/06/1993;4;0,9;0.0;14,6;11.5;10;71.5;64.0;6,9;0.0;
10/06/1993;1,8;2,6;0.0;14,4;9.6;6,4;83.0;66.0;1,7;0.0;
11/06/1993;1,1;0,5;0.0;14,8;11.4;6;86.5;80.0;1;0.0;
12/06/1993;0,9;7,2;0.0;21,8;16.2;13,1;76.0;60.0;2,8;0.0;
13/06/1993;2,4;7,3;0.0;24,3;17.5;12,4;74.3;55.0;0,3;0.0;
14/06/1993;2,3;3,4;0.0;22,6;16.9;10,8;76.8;65.0;0,1;0.0;
15/06/1993;1,8;2,6;4.3;22,8;17.6;13,6;86.3;72.0;0;19.951.075.268.817.200;110.0
16/06/1993;1;0;2.9;17,8;15.8;14,2;96.0;91.0;0,3;1.657.142.857.142.850;
17/06/1993;0;0;4.7;16,4;12.5;10,5;94.5;92.0;2,3;32.900.000.000.000.000;122.0
18/06/1993;1,6;0,4;1.0;13,3;10.3;8;79.0;67.0;1;6.991.150.442.477.870;
19/06/1993;0,4;6,9;0.0;15,3;8.9;3,8;82.8;59.0;0,4;0.0;
20/06/1993;1;5,4;0.0;19,6;10.3;4,2;78.8;48.0;0,1;0.0;
21/06/1993;1,2;7,3;0.0;21;11.8;5,8;80.0;55.0;0;0.0;
22/06/1993;1;7,3;0.0;22,6;13.7;6,6;77.3;51.0;0,3;0.0;
23/06/1993;2;2,5;0.0;21,5;15.4;9,2;82.5;64.0;0;0.0;94.0
24/06/1993;1,4;0;7.2;17;13.2;11,2;90.3;82.0;3,5;4.578.591.549.295.770;101.0
25/06/1993;0,1;4,1;0.1;18,2;10.7;4,3;83.5;53.0;0;0.7136752136752137;
26/06/1993;0,8;7,2;0.0;26,5;18.4;8,8;72.3;52.0;0,4;0.0;
27/06/1993;4,2;0,6;0.0;23,5;18.7;16,5;76.5;66.0;4,3;0.0;
28/06/1993;2,3;2,6;0.0;17,8;13.1;10,4;82.0;64.0;0;0.0;
29/06/1993;1;4,8;13.1;19,4;13.5;10,6;84.5;59.0;0;7.634.137.931.034.480;
30/06/1993;1,2;7,6;0.0;19,4;10.8;6,2;75.8;42.0;0,4;0.0;
01/07/1993;2;2,5;0.0;20,2;14.4;6;82.3;70.0;0;0.0;
02/07/1993;2;0;0.0;17,4;13.7;12,5;88.8;83.0;3,2;0.0;106.0
03/07/1993;0,5;0;11.7;17,8;15.3;11,6;90.5;85.0;4,4;6.496.012.269.938.640;
04/07/1993;0,7;0;1.5;18,4;16.9;15,4;95.0;91.0;1,8;7.960.893.854.748.600;
05/07/1993;0,6;0;47.0;20,7;18.0;15,4;92.3;87.0;0,3;2.283.210.526.315.780;
06/07/1993;0,3;0;24.9;18,5;12.4;9;94.8;95.0;2,9;17.615.820.895.522.300;
07/07/1993;0,7;7,3;19.9;12,2;7.7;5,2;78.0;54.0;2,7;17.841.379.310.344.800;
08/07/1993;1,2;8;0.0;17,5;9.5;3,4;73.8;47.0;0,3;0.0;
09/07/1993;0,9;7,6;0.0;20;12.0;5,4;78.0;62.0;0,4;0.0;
10/07/1993;2,9;0;0.0;14,8;12.5;10,2;95.3;81.0;2,5;0.0;
11/07/1993;1,4;0;47.0;14,1;11.8;9,9;88.8;81.0;3;32.606.249.999.999.900;
12/07/1993;0,6;0;6.1;12,5;10.2;9;83.8;77.0;0,9;4.564.107.142.857.140;
13/07/1993;1,4;3,8;1.5;13,8;8.7;6,4;79.5;60.0;2,1;12.293.814.432.989.600;
14/07/1993;2,1;0;0.0;11,8;9.0;6;64.8;59.0;9,9;0.0;
15/07/1993;2,8;8,2;0.0;12,4;7.4;3,9;75.8;58.0;1,4;0.0;
16/07/1993;1,5;7,3;0.0;16,5;9.2;-0,2;85.8;60.0;0,8;0.0;
17/07/1993;1,2;0;0.0;12,1;9.4;4,6;90.8;87.0;0,4;0.0;
18/07/1993;0,3;2,4;0.1;22,1;15.7;10;87.0;71.0;0,3;0.5209580838323354;
19/07/1993;1;7,8;0.1;26;17.8;11;80.3;54.0;0,4;0.427127659574468;147.0
20/07/1993;2,3;7,5;0.0;30,5;21.6;15;72.5;49.0;0,3;0.0;
21/07/1993;3,2;0;0.0;22,8;17.2;14;92.5;76.0;1,6;0.0;
22/07/1993;0,5;4,5;0.1;25,6;18.8;14,2;83.5;63.0;0;0.42171717171717166;
23/07/1993;1,1;7,9;0.0;28;19.2;13,5;78.8;51.0;0;0.0;
24/07/1993;3,6;6,3;0.0;19,3;12.2;9,6;61.8;53.0;6;0.0;
25/07/1993;1,5;0,1;0.0;12,2;8.5;4,8;81.5;68.0;0,3;0.0;129.0
26/07/1993;0,5;6,7;0.0;18,2;12.5;7;75.8;59.0;5;0.0;
27/07/1993;3,5;7,4;0.4;23,8;15.6;10,8;72.8;48.0;1,6;17.542.168.674.698.700;
28/07/1993;2,3;1,6;0.0;22,4;15.8;11,2;84.3;65.0;0,9;0.0;
29/07/1993;1,4;0;26.0;15,4;11.4;10;93.5;93.0;3,5;19.604.838.709.677.400;
30/07/1993;0,7;0;11.3;10,6;8.8;7,4;85.3;90.0;4,8;9.835.612.244.897.950;115.0
31/07/1993;1,8;0;0.7;9,4;7.8;5,2;77.3;74.0;5,8;6.148.863.636.363.630;
01/08/1993;1,6;6,7;1.5;12;7.8;5;73.5;53.0;3,4;1.252.840.909.090.900;103.0
02/08/1993;1,6;8,3;0.0;15,4;8.0;1,4;73.3;52.0;0,3;0.0;
03/08/1993;1,5;8,1;0.0;18,5;9.4;3;74.5;61.0;1,9;0.0;
04/08/1993;1,5;7,7;0.0;20,1;11.7;4,6;79.8;55.0;1,2;0.0;
05/08/1993;1,8;7,1;0.0;26,6;16.6;6,8;76.5;53.0;0,4;0.0;101.0
06/08/1993;2,2;6,8;0.0;30,7;21.2;14,8;73.3;51.0;0;0.0;
07/08/1993;3,2;6,4;0.0;31;21.5;14,8;65.8;37.0;1,1;0.0;
08/08/1993;1,4;0;0.0;21,6;14.0;11,3;83.5;76.0;2,5;0.0;
09/08/1993;1,4;0;0.3;11,4;8.4;6,8;71.3;46.0;1,4;2.275.531.914.893.610;
